id,name,brand,cpu,cpu_brand,ram,scrsize,gpu,gpu_brand,memory,drive_type,opersystem,weight,shop,price,url
751,Dell Vostro 15 3510,DELL,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 10,1.7,Phongvu,20090000,https://phongvu.vn/dell-vostro-3400-i5-1135g7--s211000019?sku=211000019
752,HP 240 G8,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,256,SSD,Windows 10,1.4,Phongvu,8990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-240-g8-519a7pa-i3-1005g1-bac--s211001896?sku=211001896
753,Acer TravelMate P2 TMP214-53-5571,ACER,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.6,Phongvu,19990000,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-travelmate-p2-tmp214-53-5571-nx-vpnsv-01v-i5-1135g7-den--s211006749?sku=211006749
754,Asus VivoBook Pro M3401QA-KM040T,ASUS,AMD Ryzen 7,AMD,8,14.0,Radeon Vega,AMD,512,SSD,Windows 10,1.4,Phongvu,21990000,https://phongvu.vn/asus-vivobook-pro-m3401qa-km040t--s211008655?sku=211008655
755,Asus A515EA-L11171T,ASUS,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 10,1.8,Phongvu,18590000,https://phongvu.vn/asus-vivobook-a515ea-l11171t--s211010561?sku=211010561
756,Asus A515EA-L12033T,ASUS,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 10,1.8,Phongvu,17290000,https://phongvu.vn/asus-vivobook-a515ea-l12033t-i5-1135g7--s211101970?sku=211101970
757,Lenovo Legion 5 15ACH6A-82NW003BVN,LENOVO,AMD Ryzen 7,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 10,2.4,Phongvu,35990000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-legion-5-15ach6a-82nw003bvn-amd-ryzen-7-5800h-xanh--s211103901?sku=211103901
758,Asus FX506HCB-HN1138W,ASUS,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,24090000,https://phongvu.vn/asus-tuf-gaming-fx506hcb-hn1138w-i5-11400h--s211104794?sku=211104794
759,MSI Bravo 15 B5DD-264VN,MSI,AMD Ryzen 7,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,1.9,Phongvu,19390000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-bravo-15-b5dd-264vn-amd-ryzen-7-5800h-den--s211105058?sku=211105058
760,MSI Modern 15 A5M-239VN,MSI,AMD Ryzen 7,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,1.6,Phongvu,15490000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-modern-15-a5m-239vn-amd-ryzen-7-5700u-xam--s211105065?sku=211105065
761,Asus UX325EA-KG538W,ASUS,Core i5,Intel,8,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.2,Phongvu,22890000,https://phongvu.vn/asus-zenbook-ux325ea-kg538w--s211106054?sku=211106054
762,Asus UX363EA-HP532T,ASUS,Core i5,Intel,8,13.3,Intel Iris Xe,Intel,512,SSD,Windows 10,1.3,Phongvu,23990000,https://phongvu.vn/asus-zenbook-ux363ea-hp532t--s211106057?sku=211106057
763,Asus B9400CEA-KC0773T,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.0,Phongvu,28690000,https://phongvu.vn/asus-expertbook-b9400cea-kc0773t-i5-1135g7--s211107193?sku=211107193
764,Gigabyte G5 KC-5S11130SB,GIGABYTE,Core i5,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.2,Phongvu,24790000,https://phongvu.vn/may-tinh-xach-tay-laptop-gigabyte-g5-kc-5s11130sb-i5-10500h-den--s211109776?sku=211109776
765,HP Envy X360 13-ay1057AU,HP,AMD Ryzen 5,AMD,8,13.3,Radeon Vega,AMD,256,SSD,Windows 11,1.4,Phongvu,20990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-envy-x360-13-ay1057au-601q9pa-amd-ryzen-5-5600-den--s211208844?sku=211208844
766,MSI Gaming Alpha 15 B5EEK-203VN,MSI,AMD Ryzen 5,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,2.4,Phongvu,22290000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-gaming-alpha-15-b5eek-203vn-amd-ryzen-5-5600h-den--s211208849?sku=211208849
767,MSI GF63 Thin 10SC-804VN,MSI,Core i5,Intel,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 10,1.9,Phongvu,15490000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-gf63-thin-10sc-804vn-i5-10500h-den--s211208853?sku=211208853
768,Dell Inspiron 15 3511,DELL,Core i5,Intel,16,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,17429000,https://phongvu.vn/dell-inspiron-15-3511-i5-1135g7-p112f001dbl--s211208854?sku=211208854
769,Asus B5302FEA-LF0749W,ASUS,Core i5,Intel,8,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Phongvu,22990000,https://phongvu.vn/asus-expertbook-b5302fea-lf0749w-i5-1135g7--s211209685?sku=211209685
770,Asus B9400CEA-KC1013W,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.1,Phongvu,27990000,https://phongvu.vn/asus-expertbook-b9400cea-kc1013w--s211210636?sku=211210636
771,HP VICTUS 16-d0201TX,HP,Core i5,Intel,8,16.1,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.4,Phongvu,23990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-16-d0201tx-4r0u3pa-i5-11400h-den--s220100805?sku=220100805
772,MSI Modern 15 A5M-235VN,MSI,AMD Ryzen 7,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,1.6,Phongvu,15990000,https://phongvu.vn/laptop-msi-modern-15-a5m-235vn-xam--s220103922?sku=220103922
773,Asus ROG Strix SCAR G533ZM-LN013W,ASUS,Core i7,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,50590000,https://phongvu.vn/asus-rog-strix-scar-g533zm-ln013w--s220200334?sku=220200334
774,Asus TUF Gaming FA506IHR-HN019W,ASUS,AMD Ryzen 5,AMD,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,18490000,https://phongvu.vn/asus-tuf-gaming-fa506ihr-hn019w--s220200373?sku=220200373
775,Asus ExpertBook L1500CDA-EJ0531T,ASUS,AMD Ryzen 3,AMD,4,15.6,Radeon Vega,AMD,256,SSD,Windows 10,1.7,Phongvu,12490000,https://phongvu.vn/asus-expertbook-l1500cda-ej0531t--s220300644?sku=220300644
776,Asus ExpertBook B1500CEAE-EJ2646T,ASUS,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,256,SSD,Windows 10,1.7,Phongvu,17990000,https://phongvu.vn/asus-expertbook-b1500ceae-ej2646t--s220300645?sku=220300645
777,Asus ExpertBook P2451FA-BV3136T,ASUS,Core i3,Intel,4,14.0,Intel UHD 620,Intel,256,SSD,Windows 10,1.7,Phongvu,11990000,https://phongvu.vn/asus-expertbook-p2451fa-bv3136t--s220300646?sku=220300646
778,HP OMEN 16-b0177TX,HP,Core i5,Intel,8,16.1,GeForce RTX3060 (6GB),Nvidia,256,SSD,Windows 11,2.3,Phongvu,40090000,https://phongvu.vn/laptop-hp-omen-16-b0177tx-5z9q8pa-den--s220303780?sku=220303780
779,HP OMEN 16-b0176TX,HP,Core i7,Intel,8,16.1,GeForce RTX3060 (6GB),Nvidia,256,SSD,Windows 11,2.3,Phongvu,45590000,https://phongvu.vn/laptop-hp-omen-16-b0176tx-5z9q7pa-den--s220303781?sku=220303781
780,Gigabyte Aorus 17 XE5-73VN534GH,GIGABYTE,Core i7,Intel,8,17.3,GeForce RTX3070 (8GB),Nvidia,256,SSD,Windows 11,2.7,Phongvu,53290000,https://phongvu.vn/laptop-gigabyte-aorus-17-xe5-73vn534gh-den--s220304758?sku=220304758
781,Acer Predator Triton 500 SE PT516-52s-75E3,ACER,Core i7,Intel,16,16.0,GeForce RTX3070 (8GB),Nvidia,256,SSD,Windows 11,2.4,Phongvu,66790000,https://phongvu.vn/laptop-acer-predator-triton-500-se-pt516-nh-qfqsv-001xam--s220401032?sku=220401032
782,Asus TUF Gaming FA507RR-HN835W,ASUS,AMD Ryzen 7,AMD,16,15.6,GeForce RTX3070 (8GB),Nvidia,512,SSD,Windows 11,2.2,Phongvu,36590000,https://phongvu.vn/asus-tuf-gaming-fa507rr-hn835w--s220401036?sku=220401036
783,Asus Vivobook X515EA-BR2045W,ASUS,Core i3,Intel,4,15.6,Intel UHD 620,Intel,512,SSD,Windows 11,1.8,Phongvu,10790000,https://phongvu.vn/asus-vivobook-x515ea-br2045w--s220401041?sku=220401041
784,Acer Predator Helios 300 PH315-54-99S6,ACER,Core i9,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 10,2.3,Phongvu,38990000,https://phongvu.vn/laptop-acer-predator-helios-300-ph315-54-99s6-nh-qc2sv-006-den--s220401623?sku=220401623
785,Lenovo ThinkBook 13s G3 ACN-20YA0039VN,LENOVO,AMD Ryzen 7,AMD,8,13.3,Intel UHD 620,Intel,512,SSD,Windows 11,1.2,Phongvu,23990000,https://phongvu.vn/laptop-lenovo-thinkbook-13s-g3-acn-20ya0039vn--s220401915?sku=220401915
786,Lenovo Yoga 7 14ACN6-82N7008XVN,LENOVO,AMD Ryzen 7,AMD,16,14.0,Radeon Vega,AMD,512,SSD,Windows 11,1.5,Phongvu,24990000,https://phongvu.vn/lenovo-yoga-slim-7-14acn6-82n7008xvn--s220500078?sku=220500078
787,Asus ExpertBook B1500CEAE-BQ2234W,ASUS,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.8,Phongvu,17490000,https://phongvu.vn/asus-expertbook-b1500ceae-bq2234w--s220500085?sku=220500085
788,Asus TUF Gaming FX507ZM-HN123W,ASUS,Core i7,Intel,16,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.2,Phongvu,36590000,https://phongvu.vn/asus-tuf-gaming-fx507zm-hn123w--s220500088?sku=220500088
789,Dell Vostro 15 3510,DELL,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,1.7,Phongvu,17390000,https://phongvu.vn/dell-vostro-3510-i5-1135g7--s220500163?sku=220500163
790,Acer Aspire 3 A315-58-53S6,ACER,Core i5,Intel,4,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,1.7,Phongvu,15790000,https://phongvu.vn/acer-aspire-3-a315-58-53s6-nx-am0sv-005--s220500336?sku=220500336
791,Acer Aspire Vero AV15 AV15-51-58HB,ACER,Core i5,Intel,16,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.8,Phongvu,17990000,https://phongvu.vn/acer-aspire-vero-av15-av15-51-58hb--s220500386?sku=220500386
792,Gigabyte AORUS 17 XE4-73VN514GH,GIGABYTE,Core i7,Intel,8,17.3,GeForce RTX3070 (8GB),Nvidia,512,SSD,Windows 11,2.7,Phongvu,52290000,https://phongvu.vn/gigabyte-aorus-17-xe4-73vn514gh-i7--s220500538?sku=220500538
793,Huawei Matebook D15 BoD-WDH9,HUAWEI,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.6,Phongvu,18190000,https://phongvu.vn/laptop-huawei-matebook-d15-bod-wdh9--s220500797?sku=220500797
794,Asus ROG Strix G17 G713RM-LL016W,ASUS,AMD Ryzen 7,AMD,8,17.3,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.9,Phongvu,41990000,https://phongvu.vn/asus-rog-strix-g17-g713rm-ll016w--s220503386?sku=220503386
795,Lenovo Yoga 7 14ACN6-82N7002MVN,LENOVO,AMD Ryzen 5,AMD,8,14.0,Radeon Vega,AMD,512,SSD,Windows 11,1.5,Phongvu,21190000,https://phongvu.vn/laptop-lenovo-yoga-7-14acn6-82n7002mvn--s220605622?sku=220605622
796,HP Pavilion 15-eg2038TX,HP,Core i5,Intel,8,15.6,GeForce MX550 (2GB),Nvidia,256,SSD,Windows 11,1.7,Phongvu,18190000,https://phongvu.vn/laptop-hp-pavilion-15-eg2038tx-6k784pa--s220610039?sku=220610039
797,Dell Vostro 3425,DELL,AMD Ryzen 3,AMD,4,14.0,Radeon Vega,AMD,256,SSD,Windows 11,1.5,Phongvu,14490000,https://phongvu.vn/laptop-dell-inspiron-3425-v4r35425u100w1--s220700459?sku=220700459
798,HP 15s-fq2660TU,HP,Core i3,Intel,4,15.6,Intel UHD 620,Intel,512,SSD,Windows 11,1.7,Phongvu,12890000,https://phongvu.vn/hp-15s-fq2660tu-6k793pa--s220706777?sku=220706777
799,LG Gram 16Z90Q-G.AH54A5,LG,Core i5,Intel,16,16.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.2,Phongvu,38790000,https://phongvu.vn/laptop-lg-gram-16z90q-g-ah54a5--s220707619?sku=220707619
800,LG Gram 17ZD90Q-G.AX73A5,LG,Core i7,Intel,16,17.0,Intel Iris Xe,Intel,256,SSD,Windows 10,1.3,Phongvu,38790000,https://phongvu.vn/laptop-lg-gram-17zd90q-g-ax73a5--s220707620?sku=220707620
801,Huawei Matebook NbD-WDI9 D14,HUAWEI,Core i3,Intel,8,14.0,Intel Iris Xe,Intel,256,SSD,Windows 11,1.4,Phongvu,12890000,https://phongvu.vn/laptop-huawei-matebook-nbd-wdi9-d14--s220800194?sku=220800194
802,HP Elitebook 630 G9,HP,Core i7,Intel,16,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Phongvu,25990000,https://phongvu.vn/laptop-hp-elitebook-630-g9-6m146pa--s220800854?sku=220800854
803,HP Probook 450 G9,HP,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,20490000,https://phongvu.vn/laptop-hp-probook-450-g9-6m0y9pa--s220800855?sku=220800855
804,Lenovo Ideapad 5 Pro - 14IAP7 -82SH002TVN,LENOVO,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Phongvu,24290000,https://phongvu.vn/laptop-lenovo-ideapad-5-pro-14iap7-82sh002tvn--s220801878?sku=220801878
805,Lenovo Ideapad Gaming 3 - 15IAH7 -82S9006YVN,LENOVO,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.2,Phongvu,23190000,https://phongvu.vn/laptop-lenovo-ideapad-gaming-3-15iah7-82s9006yvn--s220801881?sku=220801881
806,Lenovo Ideapad 5 Pro - 16ARH7 -82SN003LVN,LENOVO,AMD Ryzen 5,AMD,16,16.0,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 11,1.9,Phongvu,26190000,https://phongvu.vn/laptop-lenovo-ideapad-5-pro-16arh7-82sn003lvn--s220801883?sku=220801883
807,Lenovo Ideapad 5 Pro - 16ARH7 -82SN003JVN,LENOVO,AMD Ryzen 5,AMD,16,16.0,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,1.9,Phongvu,26990000,https://phongvu.vn/laptop-lenovo-ideapad-5-pro-16arh7-82sn003jvn--s220801885?sku=220801885
808,Lenovo Ideapad Gaming 3 - 15ARH7 -82SB007JVN,LENOVO,AMD Ryzen 5,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,23190000,https://phongvu.vn/laptop-lenovo-ideapad-gaming-3-15arh7-82sb007jvn--s220801888?sku=220801888
809,Lenovo Ideapad Gaming 3 - 15ARH7 -82SB007KVN,LENOVO,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,24990000,https://phongvu.vn/laptop-lenovo-ideapad-gaming-3-15arh7-82sb007kvn--s220801889?sku=220801889
810,Asus TUF Gaming FX706HC-HX579W,ASUS,Core i5,Intel,8,17.3,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.6,Phongvu,21490000,https://phongvu.vn/asus-tuf-gaming-fx706hc-hx579w--s220802805?sku=220802805
811,Acer Nitro 5 AN515-58-79UJ,ACER,Core i7,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 11,2.5,Phongvu,41490000,https://phongvu.vn/acer-nitro-5-an515-58-79uj-nh-qhysv-001--s220802885?sku=220802885
812,HP ProBook 450 G9,HP,Core i7,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Phongvu,25690000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-450-g9-6m103pa-i7-1260p-bac--s220919450?sku=220919450
813,Lenovo IdeaPad 5 Pro 16ARH7-82SN00AFVN,LENOVO,AMD Ryzen 7,AMD,16,16.0,GeForce RTX1650 (4GB),Nvidia,512,SSD,Windows 11,1.9,Phongvu,27090000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-5-pro-16arh7-82sn00afvn-amd-ryzen-7-6800hs-xam--s221000465?sku=221000465
814,Lenovo Legion 5 15ARH7-82RE002WVN,LENOVO,AMD Ryzen 5,AMD,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.3,Phongvu,32390000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-legion-5-15arh7-82re002wvn-amd-ryzen-5-6600h-xam--s221000525?sku=221000525
815,Gigabyte G5 KE-52VN263SH,GIGABYTE,Core i5,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SSD,Windows 10,2.0,Phongvu,26890000,https://phongvu.vn/may-tinh-xach-tay-laptop-gigabyte-g5-ke-51vn263sh-i5-12500h-den--s221002061?sku=221002061
816,Gigabyte G5 ME-51VN263SH,GIGABYTE,Core i5,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.0,Phongvu,26490000,https://phongvu.vn/may-tinh-xach-tay-laptop-gigabyte-g5-me-51vn263sh-i5-12500h-den--s221002062?sku=221002062
817,HP Envy X360 13-bf0094TU,HP,Core i5,Intel,16,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Phongvu,27790000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-envy-x360-13-bf0094tu-76b14pa-i5-1230u-xanh--s221003820?sku=221003820
818,Dell Gaming G15 5520,DELL,Core i7,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.6,Phongvu,36290000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-gaming-g15-5520-g15-5520-i7h165w11gr3050ti-i7-12700h-xam--s221100289?sku=221100289
819,Dell Gaming G15 5515,DELL,AMD Ryzen 5,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.7,Phongvu,25090000,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-gaming-g15-5515-g15-5525-r5h085w11gr3050-amd-ryzen-5-6600h-xam--s221100290?sku=221100290
820,HP Probook 450 G9,HP,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,1.7,Phongvu,19690000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-450-g9-6m0y8pa-i5-1235u-bac--s221100545?sku=221100545
821,Gigabyte G5 GE-51VN213SH,GIGABYTE,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 10,1.9,Phongvu,26390000,https://phongvu.vn/may-tinh-xach-tay-laptop-gigabyte-g5-ge-51vn213sh-i5-12500h-den--s221100834?sku=221100834
822,HP 14s-DQ5099TU,HP,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Phongvu,17190000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-14s-dq5099tu-7c0p9pa-i5-1235u-bac--s221101494?sku=221101494
823,HP 14s-DQ5102TU,HP,Core i7,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Phongvu,19890000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-14s-dq5102tu-7c0q1pa-i7-1255u-bac--s221101495?sku=221101495
824,HP Pavilion X360 14-ek0132TU,HP,Core i7,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Phongvu,25790000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-pavilion-x360-14-ek0132tu-7c0w4pa-i7-1255u-vang--s221200061?sku=221200061
825,Lenovo Yoga Slim 7 Pro 14IHU5 O-82NH00BCVN,LENOVO,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Phongvu,20190000,https://phongvu.vn/lenovo-yoga-slim-7-pro-14ihu5-o-82nh00bcvn--s220801579?sku=220801579
826,HP VICTUS 16-e0168AX,HP,AMD Ryzen 7,AMD,8,16.1,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.4,Phongvu,20890000,https://phongvu.vn/laptop-hp-victus-16-e0168ax-4r0u6pa--s220100806?sku=220100806
827,Dell Inspiron 14 5420-DGDCG2,DELL,Core i7,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Phongvu,22890000,https://phongvu.vn/dell-inspiron-14-5420-i7-1255u--s220920522?sku=220920522
828,HP 14s-cf2527TU,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.4,Phongvu,7990000,https://phongvu.vn/laptop-hp-14s-cf2527tu-4k4a1pa-i3-10110u-bac--s220100803?sku=220100803
829,Dell Inspiron 16 5620 N6I7004W1,DELL,Core i7,Intel,8,16.0,GeForce MX570 (2GB),Nvidia,512,SSD,Windows 11,1.8,Phongvu,30190000,https://phongvu.vn/dell-inspiron-16-5620-n6i7004w1--s220920771?sku=220920771
830,Lenovo IdeaPad 5 15ITL05-82FG01H8VN,LENOVO,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,1.7,Phongvu,13390000,https://phongvu.vn/lenovo-ideapad-5-15itl05-82fg01h8vn--s220200620?sku=220200620
831,Lenovo Ideapad 5 Pro - 16ARH7 -82SN003KVN,LENOVO,AMD Ryzen 7,AMD,16,16.0,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,1.9,Phongvu,25990000,https://phongvu.vn/lenovo-ideapad-5-pro-16arh7-82sn003kvn--s220801886?sku=220801886
832,HP EliteBook 830 G9,HP,Core i5,Intel,8,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.2,Phongvu,30190000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-elitebook-830-g9-6z972pa-i5-1235u-bac--s221200153?sku=221200153
833,HP 240 G8,HP,Core i5,Intel,4,14.0,Intel Iris Xe,Intel,256,SSD,Windows 10,1.5,Phongvu,12499000,https://phongvu.vn/laptop-hp-240-g8-3d0e1pa-bac--s210701365?sku=210701365
834,Lenovo V14 G2 ITL-82KA00S1VN,LENOVO,Core i3,Intel,4,14.0,Intel UHD 620,Intel,512,SSD,Windows 11,1.6,Phongvu,12490000,https://phongvu.vn/laptop-lenovo-v14-g2-itl-82ka00s1vn--s220401913?sku=220401913
835,HP 15s-fq2663TU,HP,Core i3,Intel,4,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.7,Phongvu,9390000,https://phongvu.vn/hp-15s-fq2663tu-6k796pa--s220609873?sku=220609873
836,HP 14s-fq1066AU,HP,AMD Ryzen 5,AMD,8,14.0,Radeon Vega,AMD,256,SSD,Windows 10,1.4,Phongvu,16890000,https://phongvu.vn/laptop-hp-14s-fq1066au-4k0z6pa--s210602020?sku=210602020
837,Lenovo ThinkPad E15 Gen 4-21E600CMVA,LENOVO,Core i7,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 10,1.7,Phongvu,25190000,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-thinkpad-e15-gen-4-21e600cmva-i7-1255u-den--s221000542?sku=221000542
838,HP Pavilion 15-eg0506TX,HP,Core i5,Intel,8,15.6,GeForce MX450 (2GB),Nvidia,512,SSD,Windows 11,1.7,Phongvu,20990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-pavilion-15-eg0506tx-46m05pa-i5-1135g7-bac--s211001904?sku=211001904
839,Lenovo Yoga Slim 7 Pro 14IHU5 O-82NH008TVN,LENOVO,Core i7,Intel,16,14.0,GeForce MX450 (2GB),Nvidia,512,SSD,Windows 11,1.3,Phongvu,27790000,https://phongvu.vn/lenovo-yoga-slim-7-pro-14ihu5-o-82nh008tvn--s220202589?sku=220202589
840,HP Victus 16-d0294TX,HP,Core i5,Intel,8,16.1,GeForce RTX3050Ti (4GB),Nvidia,512,SSD,Windows 11,2.4,Phongvu,20790000,https://phongvu.vn/laptop-hp-victus-16-d0294tx-5z9r5pa--s220301169?sku=220301169
841,Dell Inspiron 15 3520,DELL,Core i3,Intel,8,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.9,Phongvu,14290000,https://phongvu.vn/dell-inspiron-15-3520-n3520-i3u082w11blu--s220914493?sku=220914493
842,HP Pavilion 15-eg0513TU,HP,Core i3,Intel,16,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.7,Phongvu,14890000,https://phongvu.vn/laptop-hp-pavilion-15-eg0513tu-46m12pa-vang--s210701364?sku=210701364
843,MSI Modern 14 B11SBU-668VN,MSI,Core i5,Intel,8,14.0,GeForce MX450 (2GB),Nvidia,512,SSD,Windows 10,1.3,Phongvu,16910000,https://phongvu.vn/may-tinh-xach-tay-laptop-msi-modern-14-b11sbu-668vn-i5-1155g7-xam--s211105060?sku=211105060
844,HP 240 G8,HP,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,256,SSD,Windows 11,1.5,Phongvu,16990000,https://phongvu.vn/laptop-hp-240-g8-617l2pa--s220201083?sku=220201083
845,HP ProBook 450 G8,HP,Core i5,Intel,16,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,1.8,Phongvu,13990000,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-450-g8-614k1pa-i5-1135g7-bac--s220201084?sku=220201084
846,Asus TUF Gaming A17 FA707RC-HX130W,ASUS,AMD Ryzen 7,AMD,8,17.3,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.6,Phongvu,25190000,https://phongvu.vn/asus-tuf-gaming-a17-fa707rc-hx130w--s220300270?sku=220300270
847,Asus X515MA-BR478W,ASUS,Intel Celeron,Intel,8,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.8,Phongvu,7590000,https://phongvu.vn/asus-vivobook-x515ma-br478w-n4020--s220302886?sku=220302886
848,Asus TUF Gaming FA507RC-HN051W,ASUS,AMD Ryzen 7,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.2,Phongvu,25290000,https://phongvu.vn/asus-tuf-gaming-fa507rc-hn051w--s220401034?sku=220401034
849,HP ProBook 440 G8,HP,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,256,SSD,Windows 11,1.3,Phongvu,13990000,https://phongvu.vn/laptop-hp-probook-440-g8-i5-614f5pa--s220500534?sku=220500534
850,Dell Inspiron 3525,DELL,AMD Ryzen 7,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,1.9,Phongvu,18690000,https://phongvu.vn/dell-inspiron-3525-n5r75825u106w--s220700458?sku=220700458
